achoimre	noun	leagan gearr.	cuntas giorraithe agus gan tugtha ach na príomhphointí	broader
foclóir	noun	Leabhar eolais nó tagartha ar ábhar ar bith a bhfuil a iontrálacha in ord aibítreach .i. leabhar eolais i bhfoirm fhoclóra.	leabhar a liostaíonn focail in ord aibítreach agus a thugann a mbrí	narrower
cac	noun	cactha	ábhar vásta a scaoiltear as an gcorp	exact
cac	noun	cactha	mian ar féidir miotal a bhaint as	none
cac	noun	eiscréid; tuar.	ábhar vásta a scaoiltear as an gcorp	exact
cac	noun	eiscréid; tuar.	mian ar féidir miotal a bhaint as	none
cac	noun	cac ar oineach, duine suarach táir.	ábhar vásta a scaoiltear as an gcorp	none
cac	noun	cac ar oineach, duine suarach táir.	mian ar féidir miotal a bhaint as	none
cac	noun	mianach eisíon a fhaightear i bportaigh agus ar féidir miotal íon a bhaint as, cac iarainn go háirithe.	ábhar vásta a scaoiltear as an gcorp	none
cac	noun	mianach eisíon a fhaightear i bportaigh agus ar féidir miotal íon a bhaint as, cac iarainn go háirithe.	mian ar féidir miotal a bhaint as	exact
cac	noun	(zó-eolaíocht) cac ar leicín, ainmhí creachóireach mara den ord Actiniaria.	ábhar vásta a scaoiltear as an gcorp	none
cac	noun	(zó-eolaíocht) cac ar leicín, ainmhí creachóireach mara den ord Actiniaria.	mian ar féidir miotal a bhaint as	none
cac	noun	(gu. mar aid.) Gan mhaith, suarach. Rud caca, rud salach gan mhaith.	ábhar vásta a scaoiltear as an gcorp	none
cac	noun	(gu. mar aid.) Gan mhaith, suarach. Rud caca, rud salach gan mhaith.	mian ar féidir miotal a bhaint as	none
páiste	noun	duine óg.	duine beag óg	exact
páiste	noun	duine óg.	mac nó iníon	none
páiste	noun	mac nó iníon.	duine beag óg	none
páiste	noun	mac nó iníon.	mac nó iníon	exact
bord	noun	Píosa troscáin le barr mín ardaithe ón talamh, ar chosa de ghnáth.	ball troscáin a bhfuil clár leathan air agus cosa faoi, a úsáidtear le haghaidh béilí nó oibre nó imeartha	exact
bord	noun	Píosa troscáin le barr mín ardaithe ón talamh, ar chosa de ghnáth.	bia boird	none
bord	noun	Píosa troscáin le barr mín ardaithe ón talamh, ar chosa de ghnáth.	taobh, imeall	none
bord	noun	Píosa troscáin le barr mín ardaithe ón talamh, ar chosa de ghnáth.	taobh báid nó loinge	none
bord	noun	Píosa troscáin le barr mín ardaithe ón talamh, ar chosa de ghnáth.	clár loinge, deic	none
bord	noun	Bia nó cothú a bhaineann leis an mbord.	ball troscáin a bhfuil clár leathan air agus cosa faoi, a úsáidtear le haghaidh béilí nó oibre nó imeartha	none
bord	noun	Bia nó cothú a bhaineann leis an mbord.	bia boird	exact
bord	noun	Bia nó cothú a bhaineann leis an mbord.	taobh, imeall	none
bord	noun	Bia nó cothú a bhaineann leis an mbord.	taobh báid nó loinge	none
bord	noun	Bia nó cothú a bhaineann leis an mbord.	clár loinge, deic	none
bord	noun	coiste, comhairle.	ball troscáin a bhfuil clár leathan air agus cosa faoi, a úsáidtear le haghaidh béilí nó oibre nó imeartha	none
bord	noun	coiste, comhairle.	bia boird	none
bord	noun	coiste, comhairle.	taobh, imeall	none
bord	noun	coiste, comhairle.	taobh báid nó loinge	none
bord	noun	coiste, comhairle.	clár loinge, deic	none
bord	noun	(topagrafaíocht) imeall, colbha, críoch, teorainn.	ball troscáin a bhfuil clár leathan air agus cosa faoi, a úsáidtear le haghaidh béilí nó oibre nó imeartha	none
bord	noun	(topagrafaíocht) imeall, colbha, críoch, teorainn.	bia boird	none
bord	noun	(topagrafaíocht) imeall, colbha, críoch, teorainn.	taobh, imeall	exact
bord	noun	(topagrafaíocht) imeall, colbha, críoch, teorainn.	taobh báid nó loinge	none
bord	noun	(topagrafaíocht) imeall, colbha, críoch, teorainn.	clár loinge, deic	none
bord	noun	taobh loinge.	ball troscáin a bhfuil clár leathan air agus cosa faoi, a úsáidtear le haghaidh béilí nó oibre nó imeartha	none
bord	noun	taobh loinge.	bia boird	none
bord	noun	taobh loinge.	taobh, imeall	none
bord	noun	taobh loinge.	taobh báid nó loinge	exact
bord	noun	taobh loinge.	clár loinge, deic	none
bord	noun	clár loinge, deic.	ball troscáin a bhfuil clár leathan air agus cosa faoi, a úsáidtear le haghaidh béilí nó oibre nó imeartha	none
bord	noun	clár loinge, deic.	bia boird	none
bord	noun	clár loinge, deic.	taobh, imeall	none
bord	noun	clár loinge, deic.	taobh báid nó loinge	none
bord	noun	clár loinge, deic.	clár loinge, deic	exact
bord	noun	gunail.	ball troscáin a bhfuil clár leathan air agus cosa faoi, a úsáidtear le haghaidh béilí nó oibre nó imeartha	none
bord	noun	gunail.	bia boird	none
bord	noun	gunail.	taobh, imeall	none
bord	noun	gunail.	taobh báid nó loinge	exact
bord	noun	gunail.	clár loinge, deic	none
bord	noun	lucht, lasta.	ball troscáin a bhfuil clár leathan air agus cosa faoi, a úsáidtear le haghaidh béilí nó oibre nó imeartha	none
bord	noun	lucht, lasta.	bia boird	none
bord	noun	lucht, lasta.	taobh, imeall	none
bord	noun	lucht, lasta.	taobh báid nó loinge	none
bord	noun	lucht, lasta.	clár loinge, deic	none
leabhar	noun	Bailiúchán de leathanaigh ceangailte le chéile le buathal ag taobh amháin. Bíonn na leathanaigh líonta le cló, scríobh nó pictiúir de ghnáth. Tugtar leabhar nótaí air de ghnáth nuair a bhíonn na leathanaigh folamh.	leathanaigh phriontáilte agus iad ceangailte i gclúdach	exact
leabhar	noun	Bailiúchán de leathanaigh ceangailte le chéile le buathal ag taobh amháin. Bíonn na leathanaigh líonta le cló, scríobh nó pictiúir de ghnáth. Tugtar leabhar nótaí air de ghnáth nuair a bhíonn na leathanaigh folamh.	roinnt seiceanna, stampaí, leathanaigh fholmha etc. ceangailte i bhfoirm leabhair	none
leabhar	noun	Bailiúchán de leathanaigh ceangailte le chéile le buathal ag taobh amháin. Bíonn na leathanaigh líonta le cló, scríobh nó pictiúir de ghnáth. Tugtar leabhar nótaí air de ghnáth nuair a bhíonn na leathanaigh folamh.	mionn, móid	none
leabhar	noun	Saothar intleachtúil déanta as focail, is cuma cén meán (páipéar, comhaid PDF) a bhfuil sé ann.	leathanaigh phriontáilte agus iad ceangailte i gclúdach	related
leabhar	noun	Saothar intleachtúil déanta as focail, is cuma cén meán (páipéar, comhaid PDF) a bhfuil sé ann.	roinnt seiceanna, stampaí, leathanaigh fholmha etc. ceangailte i bhfoirm leabhair	none
leabhar	noun	Saothar intleachtúil déanta as focail, is cuma cén meán (páipéar, comhaid PDF) a bhfuil sé ann.	mionn, móid	none
leabhar	noun	Sa bhfrása 'goile leabhar': ocras an-mhór (Tír Chonaill, Maigh Eo)	leathanaigh phriontáilte agus iad ceangailte i gclúdach	none
leabhar	noun	Sa bhfrása 'goile leabhar': ocras an-mhór (Tír Chonaill, Maigh Eo)	roinnt seiceanna, stampaí, leathanaigh fholmha etc. ceangailte i bhfoirm leabhair	none
leabhar	noun	Sa bhfrása 'goile leabhar': ocras an-mhór (Tír Chonaill, Maigh Eo)	mionn, móid	none
bóthar	noun	Stiall caol talún le dromchla réitithe le taisteal idir dhá áit a shimpliú.	bealach réidh crua a ngluaiseann feithiclí air ó áit go háit	exact
airgead	noun	dúil cheimiceach mhiotalach lonrach bhán gur 47 a uimhir adamhach agus Ag a siombal idirnáisiúnta.	miotal geal luachmhar ar féidir snas breá a chur air chun earraí agus ornáidí luachmhara a dhéanamh	related
airgead	noun	dúil cheimiceach mhiotalach lonrach bhán gur 47 a uimhir adamhach agus Ag a siombal idirnáisiúnta.	boinn mhiotail nó nótaí bainc chun íoc as rudaí	none
airgead	noun	dúil cheimiceach mhiotalach lonrach bhán gur 47 a uimhir adamhach agus Ag a siombal idirnáisiúnta.	saibhreas	none
airgead	noun	rud (bonn miotail nó píosa páipéir de ghnáth) go nglactar leis go forleathan mar thomhais luacha agus mar dhóigh luach a mhalartú.	miotal geal luachmhar ar féidir snas breá a chur air chun earraí agus ornáidí luachmhara a dhéanamh	exact
airgead	noun	rud (bonn miotail nó píosa páipéir de ghnáth) go nglactar leis go forleathan mar thomhais luacha agus mar dhóigh luach a mhalartú.	boinn mhiotail nó nótaí bainc chun íoc as rudaí	none
airgead	noun	rud (bonn miotail nó píosa páipéir de ghnáth) go nglactar leis go forleathan mar thomhais luacha agus mar dhóigh luach a mhalartú.	saibhreas	none
airgead	noun	dath an mhiotail.	miotal geal luachmhar ar féidir snas breá a chur air chun earraí agus ornáidí luachmhara a dhéanamh	narrower
airgead	noun	dath an mhiotail.	boinn mhiotail nó nótaí bainc chun íoc as rudaí	none
airgead	noun	dath an mhiotail.	saibhreas	none
bróg	noun	Ball éadaigh a chaitear ar na cosa chun iad a chosaint agus tacaíocht a thabhairt dóibh.	clúdach leathair do throigh na coise	exact
scairbh	noun	tanalacht nó uisce tanaí in abhainn, loch nó muir, go hiondúil le grinneall mionduirlinge.	talamh tanaí grin faoi uisce	exact
scairbh	noun	tanalacht nó uisce tanaí in abhainn, loch nó muir, go hiondúil le grinneall mionduirlinge.	trá ghrin	none
scairbh	noun	tanalacht nó uisce tanaí in abhainn, loch nó muir, go hiondúil le grinneall mionduirlinge.	branra nó boilg díreach faoi uisce	none
scairbh	noun	cladach mionduirlinge.	talamh tanaí grin faoi uisce	none
scairbh	noun	cladach mionduirlinge.	trá ghrin	exact
scairbh	noun	cladach mionduirlinge.	branra nó boilg díreach faoi uisce	none
scairbh	noun	cúrsa, oitir.	talamh tanaí grin faoi uisce	none
scairbh	noun	cúrsa, oitir.	trá ghrin	none
scairbh	noun	cúrsa, oitir.	branra nó boilg díreach faoi uisce	exact
sea	noun	neart, fuinneamh.	neart, fuinneamh	exact
sea	noun	neart, fuinneamh.	suim, aird	none
sea	noun	neart, fuinneamh.	meas	none
sea	noun	aird, aire.	neart, fuinneamh	none
sea	noun	aird, aire.	suim, aird	exact
sea	noun	aird, aire.	meas	none
sea	noun	meas.	neart, fuinneamh	none
sea	noun	meas.	suim, aird	none
sea	noun	meas.	meas	exact
deoch	noun	leacht a óltar.	leacht le hól (uaireanta deochanna meisciúla seachas deochanna boga ar nós líomanáid)	exact
deoch	noun	leacht a óltar.	leacht níocháin nó datha	none
deoch	noun	méid leachta; insileadh, ionlach.	leacht le hól (uaireanta deochanna meisciúla seachas deochanna boga ar nós líomanáid)	none
deoch	noun	méid leachta; insileadh, ionlach.	leacht níocháin nó datha	broader
deochadh	noun	tumadh i leacht.	tumadh i leacht	exact
leaba	noun	áit codlata.	áis chodlata	exact
leaba	noun	áit codlata.	pluais ainmhí	none
leaba	noun	áit codlata.	beart (loinge)	none
leaba	noun	áit codlata.	iomaire	none
leaba	noun	áit codlata.	áit, ionad	none
leaba	noun	áit codlata.	láthair	none
leaba	noun	tuama pasáiste, tuaim.	áis chodlata	none
leaba	noun	tuama pasáiste, tuaim.	pluais ainmhí	none
leaba	noun	tuama pasáiste, tuaim.	beart (loinge)	none
leaba	noun	tuama pasáiste, tuaim.	iomaire	none
leaba	noun	tuama pasáiste, tuaim.	áit, ionad	none
leaba	noun	tuama pasáiste, tuaim.	láthair	none
leaba	noun	grinneall (leaba abhann, leaba uisce).	áis chodlata	none
leaba	noun	grinneall (leaba abhann, leaba uisce).	pluais ainmhí	none
leaba	noun	grinneall (leaba abhann, leaba uisce).	beart (loinge)	none
leaba	noun	grinneall (leaba abhann, leaba uisce).	iomaire	none
leaba	noun	grinneall (leaba abhann, leaba uisce).	áit, ionad	none
leaba	noun	grinneall (leaba abhann, leaba uisce).	láthair	none
leaba	noun	beart (leaba loinge, leaba ancaire).	áis chodlata	none
leaba	noun	beart (leaba loinge, leaba ancaire).	pluais ainmhí	none
leaba	noun	beart (leaba loinge, leaba ancaire).	beart (loinge)	exact
leaba	noun	beart (leaba loinge, leaba ancaire).	iomaire	none
leaba	noun	beart (leaba loinge, leaba ancaire).	áit, ionad	none
leaba	noun	beart (leaba loinge, leaba ancaire).	láthair	none
leaba	noun	iomaire i ngarraí ina chuirtear glasraí, ceapach.	áis chodlata	none
leaba	noun	iomaire i ngarraí ina chuirtear glasraí, ceapach.	pluais ainmhí	none
leaba	noun	iomaire i ngarraí ina chuirtear glasraí, ceapach.	beart (loinge)	none
leaba	noun	iomaire i ngarraí ina chuirtear glasraí, ceapach.	iomaire	narrower
leaba	noun	iomaire i ngarraí ina chuirtear glasraí, ceapach.	áit, ionad	none
leaba	noun	iomaire i ngarraí ina chuirtear glasraí, ceapach.	láthair	none
leaba	noun	bonn, suíomh (leaba chloiche, leaba sheoide).	áis chodlata	none
leaba	noun	bonn, suíomh (leaba chloiche, leaba sheoide).	pluais ainmhí	none
leaba	noun	bonn, suíomh (leaba chloiche, leaba sheoide).	beart (loinge)	none
leaba	noun	bonn, suíomh (leaba chloiche, leaba sheoide).	iomaire	related
leaba	noun	bonn, suíomh (leaba chloiche, leaba sheoide).	áit, ionad	none
leaba	noun	bonn, suíomh (leaba chloiche, leaba sheoide).	láthair	none
leaba	noun	I leaba,  in áit, in ionad.	áis chodlata	none
leaba	noun	I leaba,  in áit, in ionad.	pluais ainmhí	none
leaba	noun	I leaba,  in áit, in ionad.	beart (loinge)	none
leaba	noun	I leaba,  in áit, in ionad.	iomaire	none
leaba	noun	I leaba,  in áit, in ionad.	áit, ionad	exact
leaba	noun	I leaba,  in áit, in ionad.	láthair	none
treas	adjective	tríú	tríú	exact
canúint	noun	caint, urlabhra.	caint, urlabhra	exact
canúint	noun	caint, urlabhra.	modh cainte a bhaineann le ceantar nó le haicme ar leith	none
canúint	noun	caint, urlabhra.	tuin, modh foghraíochta	none
canúint	noun	teanga dúchais do náisiún; teanga a labhraítear i measc grúpa nó pobail áirithe, nó i gceantar ar leith.	caint, urlabhra	none
canúint	noun	teanga dúchais do náisiún; teanga a labhraítear i measc grúpa nó pobail áirithe, nó i gceantar ar leith.	modh cainte a bhaineann le ceantar nó le haicme ar leith	exact
canúint	noun	teanga dúchais do náisiún; teanga a labhraítear i measc grúpa nó pobail áirithe, nó i gceantar ar leith.	tuin, modh foghraíochta	none
canúint	noun	Teanga choitianta na ndaoine seachas teanga liteartha.	caint, urlabhra	none
canúint	noun	Teanga choitianta na ndaoine seachas teanga liteartha.	modh cainte a bhaineann le ceantar nó le haicme ar leith	related
canúint	noun	Teanga choitianta na ndaoine seachas teanga liteartha.	tuin, modh foghraíochta	none
canúint	noun	blas cainte.	caint, urlabhra	none
canúint	noun	blas cainte.	modh cainte a bhaineann le ceantar nó le haicme ar leith	none
canúint	noun	blas cainte.	tuin, modh foghraíochta	exact
foirgneamh	noun	Struchtúr mór tógtha ar féidir le daoine dul isteach ann.	aon rud, ar nós teach, túr etc., atá tógtha nó curtha suas	narrower
foirgneamh	noun	Struchtúr mór tógtha ar féidir le daoine dul isteach ann.	tógáil nó bailiúchán tógálacha	none
foirgneamh	noun	grúpa foirgneamh.	aon rud, ar nós teach, túr etc., atá tógtha nó curtha suas	none
foirgneamh	noun	grúpa foirgneamh.	tógáil nó bailiúchán tógálacha	related
foirgneamh	noun	áit neadaithe, m.sh. ar aill.	aon rud, ar nós teach, túr etc., atá tógtha nó curtha suas	none
foirgneamh	noun	áit neadaithe, m.sh. ar aill.	tógáil nó bailiúchán tógálacha	none
guthán	noun	Gléas a tharchuireann fuaim ó láthair amháin go láthair eile, i bhfoirm leictreach de ghnáth, chun gur féidir le daoine i láithreacha eagsúla chomhrá le chéile. teileafón	teileafón	exact
monarcha	noun	foirgneamh ina dtáirgtear earraí.	foirgneamh a ndéantar earraí don mhargadh ann	exact
oisre	noun	sliogiasc a itear beo as a sliogán.	iasc sliogánach is gnách a ithe beo as an sliogán	exact
sagart	noun	Duine a roghnaíodh chun paidir a dhéanamh ar son an phobail.	pearsa in ord beannaithe a bhfuil údarás aige seirbhísí eaglasta agus sacraimintí a riar	exact
sagart	noun	Duine a roghnaíodh chun paidir a dhéanamh ar son an phobail.	duine den chléir, ministir	none
sagart	noun	Fear Caitliceach a d'oirnigh Easpag chun na sacraimintí a dháileadh ar an bpobal Caitliceach.	pearsa in ord beannaithe a bhfuil údarás aige seirbhísí eaglasta agus sacraimintí a riar	exact
sagart	noun	Fear Caitliceach a d'oirnigh Easpag chun na sacraimintí a dháileadh ar an bpobal Caitliceach.	duine den chléir, ministir	none
sagart	noun	Bata beag lena maraítear éisc agus duine i mbun slat-iascaireachta. (Maigh Eo)	pearsa in ord beannaithe a bhfuil údarás aige seirbhísí eaglasta agus sacraimintí a riar	none
sagart	noun	Bata beag lena maraítear éisc agus duine i mbun slat-iascaireachta. (Maigh Eo)	duine den chléir, ministir	none
glas	adjective	Ar dhath idir buí agus gorm. Ar dhath an fhéir.	dath glas	exact
glas	noun	gléas chun rudaí a choiméad dúnta.	dath glas	none
bándearg	adjective	Dath.	éadrom dearg, pinc	exact
muinchille	noun	Píosa éadaigh a shíneann ó ghualainn síos ar léine, ar chóta, nó ar a leithéidí.	an chuid de bhall éadaigh a chlúdaíonn an ghéag ón ngualainn anuas	exact
aos	noun	dream; grúpa áirithe daoine, m.sh. an t-aos óg.	daoine, dream, lucht	exact
aos	noun	= aosán.	daoine, dream, lucht	related
aosán	noun	sióg mhioscaiseach.	sióg mhailíseach	exact
aosán	noun	(cnuasainm) an t-aos sí, na sióga.	sióg mhailíseach	related
flannbhuí	noun	dath idir buí agus dearg, dath oráiste.	ar dhath an oráiste (Uaine, bán, agus flannbhuí na dathanna atá ar bhratach na hÉireann)	exact
flannbhuí	adjective	Ar dhath idir buí agus dearg, ar dhath oráiste.	ar dhath an oráiste (Uaine, bán, agus flannbhuí na dathanna atá ar bhratach na hÉireann)	exact
soc	noun	(Ainmhí nó duine) gob, smut, smuilc.	gob, srón	exact
soc	noun	(Duine) pus, smut, smuilc; srón mhór fhada.	gob, srón	narrower
soc	noun	ceann starrach nó sínte ruda; 'srón', m.sh. soc báid, soc eitleáin.	gob, srón	narrower
soc	noun	buinne, m.sh. soc píobáin, soc spréite.	gob, srón	related
cruach	noun	cuach	miotal an-láidir a dhéantar as iarann agus beagáinín carbóin curtha leis	none
cruach	noun	crobh	miotal an-láidir a dhéantar as iarann agus beagáinín carbóin curtha leis	none
fuisce	noun	uisce beatha	deoch láidir a dhéantar as sú na heorna, uisce beatha	exact
fuisce	noun	(Iarthar Chonamara) poitín; uisce beatha neamhdhleathach	deoch láidir a dhéantar as sú na heorna, uisce beatha	related
gáilleog	noun	deochín beag	lán béil	none
aice	noun	nead gliomaigh nó portáin	poll portáin nó gliomaigh	exact
clog	noun	Gléas a insíonn an t-am.	bolgán uisce a éiríonn ar an gcraiceann, spuaic	none
macalla	noun	Fuaim frithchaite.	torann a thagann ar ais ó aill nó ó éadan balla nó ó chúl uaimhe	exact
fuaim	noun	Aon rud a chloistear.	aon ní is féidir a chloisteáil, ar nós caint, ceol nó glór ar bith	exact
fuaim	noun	Go h-eolaíoch, fuinneamh i bhfoirm tonn i sreabhán.	aon ní is féidir a chloisteáil, ar nós caint, ceol nó glór ar bith	related
asal	noun	Mamach ceithre-cosach, gaolta leis an gcapall ach níos lú.	ainmhí atá cosúil le capall beag agus cluasa fada air	exact
ús	noun	airgead breise gur gá íoc ar ais nuair a fhaightear airgead ar iasacht.	brabach as airgead a thugtar ar iasacht	exact
aer	noun	gás, éadathach, gan boladh a líonann an réigiún idir dromchla an domhain agus an spás. Tá sé riachtanach do bheatha an duine, bainimid ocsaigin as trí na scámhóga chun maireachtáil.	fonn, tiúin	none
rón	noun	mamach mara gur féidir leis snámh agus gluaiseacht ar thalamh.	clúmh capaill, ruainneach	none
seabhac	noun	éan, ball den rang Accipitridae.	éan seilge a thóraíonn éin agus ainmhithe beaga	exact
gluaisteán	noun	Ineall, le ceithre roth de ghnáth, a úsáidtear chun taisteal ó áit go h-áít ar thalamh.	carr a thiomáintear le hinneall	exact
amhrán	noun	Saothar ealaíne a chantar.	focail agus ceol le chéile agus iad le canadh	exact
gual	noun	breosla dubh crua a bhaintear as an talamh. Déantar é nuair a chuirtear abhár orgánach faoi bhrú ar feadh na mílte bliain faoin talamh.	mianach dubh a bhaintear mar ábhar tine as poill sa talamh	exact
bradán	noun	iasc inite le feoil bhándearg	iasc mór geal a bhfuil feoil bhlasta dhearg air	exact
tuirne	noun	Saghas meaisín ciorclach chun snáth a sníomh.	gléas sníofa a oibrítear leis an lámh nó le maide lústair	exact
staighre	noun	sraith céimeanna a théann ó leibhéal áirithe go leibhéal eile, go háirithe a leithéid de sraith taobh istigh d'fhoirgneamh a théann ó urlár áirithe go hurlár eile.	céimeanna idir dhá urlár i dteach, agus ráille orthu de ghnáth	exact
staighre	noun	sraith céimeanna a théann ó leibhéal áirithe go leibhéal eile, go háirithe a leithéid de sraith taobh istigh d'fhoirgneamh a théann ó urlár áirithe go hurlár eile.	stór	none
staighre	noun	urlár nó stór foirgnimh.	céimeanna idir dhá urlár i dteach, agus ráille orthu de ghnáth	none
staighre	noun	urlár nó stór foirgnimh.	stór	exact
meán	noun	lár.	i lár baill	exact
meán	noun	lár.	leath slí idir mór agus beag	none
meán	noun	(matamaitic) téarma idirmheánach i seicheamh .i. i lár an tseichimh.	i lár baill	none
meán	noun	(matamaitic) téarma idirmheánach i seicheamh .i. i lár an tseichimh.	leath slí idir mór agus beag	related
meán	noun	modh, ionstraim, cainéal.	i lár baill	none
meán	noun	modh, ionstraim, cainéal.	leath slí idir mór agus beag	none
meán	noun	caighdeán.	i lár baill	none
meán	noun	caighdeán.	leath slí idir mór agus beag	none
meán	noun	teorainn.	i lár baill	none
meán	noun	teorainn.	leath slí idir mór agus beag	none
meán	noun	coim.	i lár baill	exact
meán	noun	coim.	leath slí idir mór agus beag	none
scáthán	noun	dromchla mín, gloine le sreath lonrach ar a cúl de ghnáth, a frithchaitheann íomhá cruinn de cad atá os a comhair.	gloine atá cóirithe ar a cúl (le hairgead beo etc.) le go bhféadtar scáth a fheiceáil ann	exact
peann	noun	uirlis a úsáidtear chun scríobh, le dúch de ghnáth.	uirlis chun scríobh le dúch	exact
matán	noun	Fíochán a úsáideann animhithe chun gluaiseacht.	féitheog	exact
portán	noun	ainmhí mara le creatlach seachtrach.	iasc sliogáin agus cúig phéire crúb air - ordóga an chéad phéire acu	exact
tuáille	noun	Píosa éadach nó páipéar a úsaidtear chun rudaí a thriomú.	éadach tiubh bog chun triomaithe tar éis níocháin	broader
dréimire	noun	trealamh le céimeanna a úsáidtear chun dreapadh in airde ar rudaí.	fráma fada agus céimeanna (nó rungaí) ann idir dhá phíosa fhada adhmaid nó miotail agus a chuirtear ina sheasamh le dreapadh air	exact
subh	noun	bia milis a dhéantar as sméara agus siúcra.	torthaí bruite le siúcra go mbíonn siad ramhar bog	exact
arán	noun	bia cócaireáilte déanta le grán, cruithneacht mar shampla, agus comhábhair eile.	bia a dhéantar as plúr nó min	exact
féar	noun	Saghas planda.	an fás glas a chlúdaíonn goirt agus páirceanna agus a n-itheann ainmhithe é	exact
ubh	noun	Structúr cosainteach, beagnach sféarúil a thairgeann éin, reiptílí agus ainmhithe áirithe eile, ina leanann ainmhí óg ag forbairt lasmuigh de chorp a mháthair.	an rud a bheireann éan nó feithid agus blaosc thanaí air (Is ann a mhaireann an rud óg go dtí go dtugann an mháthair gor dó)	exact
pictiúrlann	noun	foirgneamh ina dtaispeáintear scannáin.	foirgneamh a dtaispeántar scannáin nó pictiúir bheo ann	exact
toitín	noun	Foirm ina gcaithtear tobac.	tobac mionaithe agus é fillte i bpáipéar mín le caitheamh	exact
broc	noun	mamach le patrún sainiúil dubh agus bán ar a aghaidh.	fuílleach bia, conamar, cosamar	none
lacha	noun	éan uisce den chlann Anatidae le gob leathan réidh.	éan uisce agus gob fada leathan air (Tugtar lacha ar an gceann baineann freisin agus bardal ar an gceann fireann)	exact
eochair	noun	Rud a úsáidtear chun glasanna a oscailt.	ciumhais, imeall, bruach	none
gabhar	noun	Mamach ceithre-cosach den rang Capra, gaolta leis an gcaora.	ainmhí cosúil le caora a bhfuil meigeall féasóige air	exact
rothar	noun	feithicil le dhá roth, gain inneall a ghluaiseann de thoradh oibre an taistealaí.	feithicil dhá roth a thiomáintear le troitheáin	exact
dobharchú	noun	mamach ceathairchosach a mhaireann ar thalamh agus san uisce.	madra uisce	exact
uan	noun	caora óg.	caora óg faoi bhun bliana	exact
am	noun	An uair ar an gclog.	an uair ar an gclog	exact
am	noun	An uair ar an gclog.	pointe ama áirithe, ócáid	none
am	noun	An uair ar an gclog.	uair nó aimsir speisialta	none
am	noun	An uair ar an gclog.	tráth ceart	none
am	noun	An uair ar an gclog.	séasúr	none
am	noun	An uair ar an gclog.	ré, aimsir	none
am	noun	An uair ar an gclog.	tráth den saol	none
am	noun	An uair ar an gclog.	fad saoil	none
am	noun	Pointe ama áirithe, ócáid (an t-am seo inné).	an uair ar an gclog	none
am	noun	Pointe ama áirithe, ócáid (an t-am seo inné).	pointe ama áirithe, ócáid	exact
am	noun	Pointe ama áirithe, ócáid (an t-am seo inné).	uair nó aimsir speisialta	none
am	noun	Pointe ama áirithe, ócáid (an t-am seo inné).	tráth ceart	none
am	noun	Pointe ama áirithe, ócáid (an t-am seo inné).	séasúr	none
am	noun	Pointe ama áirithe, ócáid (an t-am seo inné).	ré, aimsir	none
am	noun	Pointe ama áirithe, ócáid (an t-am seo inné).	tráth den saol	none
am	noun	Pointe ama áirithe, ócáid (an t-am seo inné).	fad saoil	none
am	noun	Uair nó aimsir speisialta (am dinnéir).	an uair ar an gclog	none
am	noun	Uair nó aimsir speisialta (am dinnéir).	pointe ama áirithe, ócáid	none
am	noun	Uair nó aimsir speisialta (am dinnéir).	uair nó aimsir speisialta	exact
am	noun	Uair nó aimsir speisialta (am dinnéir).	tráth ceart	none
am	noun	Uair nó aimsir speisialta (am dinnéir).	séasúr	none
am	noun	Uair nó aimsir speisialta (am dinnéir).	ré, aimsir	none
am	noun	Uair nó aimsir speisialta (am dinnéir).	tráth den saol	none
am	noun	Uair nó aimsir speisialta (am dinnéir).	fad saoil	none
am	noun	Tráth ceart (bheith in am do rud).	an uair ar an gclog	none
am	noun	Tráth ceart (bheith in am do rud).	pointe ama áirithe, ócáid	none
am	noun	Tráth ceart (bheith in am do rud).	uair nó aimsir speisialta	none
am	noun	Tráth ceart (bheith in am do rud).	tráth ceart	exact
am	noun	Tráth ceart (bheith in am do rud).	séasúr	none
am	noun	Tráth ceart (bheith in am do rud).	ré, aimsir	none
am	noun	Tráth ceart (bheith in am do rud).	tráth den saol	none
am	noun	Tráth ceart (bheith in am do rud).	fad saoil	none
am	noun	Séasúr (an t-am seo de bhliain).	an uair ar an gclog	none
am	noun	Séasúr (an t-am seo de bhliain).	pointe ama áirithe, ócáid	none
am	noun	Séasúr (an t-am seo de bhliain).	uair nó aimsir speisialta	none
am	noun	Séasúr (an t-am seo de bhliain).	tráth ceart	none
am	noun	Séasúr (an t-am seo de bhliain).	séasúr	exact
am	noun	Séasúr (an t-am seo de bhliain).	ré, aimsir	none
am	noun	Séasúr (an t-am seo de bhliain).	tráth den saol	none
am	noun	Séasúr (an t-am seo de bhliain).	fad saoil	none
am	noun	Ré, aimsir (an t-am fadó).	an uair ar an gclog	none
am	noun	Ré, aimsir (an t-am fadó).	pointe ama áirithe, ócáid	none
am	noun	Ré, aimsir (an t-am fadó).	uair nó aimsir speisialta	none
am	noun	Ré, aimsir (an t-am fadó).	tráth ceart	none
am	noun	Ré, aimsir (an t-am fadó).	séasúr	none
am	noun	Ré, aimsir (an t-am fadó).	ré, aimsir	exact
am	noun	Ré, aimsir (an t-am fadó).	tráth den saol	none
am	noun	Ré, aimsir (an t-am fadó).	fad saoil	none
am	noun	Tráth den saol (tháinig an t-am dó ciall a bheith aige).	an uair ar an gclog	none
